,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
53,54,2.0,885.5,4.0,2.0,6.5,166.45541621,50.757710515,103.25632294,6.03409645,6.900899295,8.39102614,0.69995605,-0.8450327449999999,-0.709476115,-1425.324991775,0.0,0.0,255.824999435,60.93245363
54,55,2.0,735.5,4.0,1.0,10.0,161.688300625,71.05061842500001,109.6087984,9.68146046,8.063101935,12.239640975,0.744996455,-0.8860877149999999,-0.757064705,-1184.05300756,0.0,0.0,260.03750072,72.463744905
55,56,2.0,923.5,4.0,1.0,5.0,169.158647265,57.22857407,82.30270446,7.685823474999999,6.629353935,9.781309480000001,0.78421286,-0.9091597650000001,-0.80273993,-1486.4835032699998,0.0,0.0,242.299999875,55.544762195000004
56,57,2.0,628.0,4.0,2.0,7.0,167.227772425,48.218171909999995,144.943318115,6.715114335,10.28640562,10.586090415000001,0.59306571,-0.7524185800000001,-0.58376008,-1010.911411735,0.0,0.0,289.825000435,79.22442226999999
57,58,2.0,681.5,4.0,1.0,9.5,151.395986735,70.449466255,161.246648075,9.728982195,9.98292322,13.490395515,0.68409425,-0.80673733,-0.655578905,-1097.97739021,0.0,0.0,292.88750045999996,95.99831746000001
58,59,2.0,703.5,4.0,1.0,11.5,201.12164461999998,64.90592082,140.85490922,8.70119996,10.33535658,12.29774247,0.69176144,-0.8342712400000001,-0.69630421,-1132.2631883049999,0.0,0.0,322.612500135,81.610550035
59,60,2.0,935.0,4.0,17.0,6.0,149.32248554,24.923520875,99.872267955,2.572180045,3.19141468,3.66107363,0.345810355,-0.41596393,-0.348337265,-1505.69269366,0.0,0.0,233.249999625,53.877575905
60,61,2.0,804.5,4.0,2.0,8.0,191.910128045,58.644181265,107.63536844500001,7.269891295000001,7.7025939900000004,9.850121755,0.70690955,-0.8591119650000001,-0.72391444,-1295.238006345,0.0,0.0,285.76249937499995,65.56489561500001
61,62,2.0,728.5,4.0,1.0,7.0,208.114324165,46.54421194,134.17438285,6.275166185,9.874378315,9.703976125,0.647717375,-0.78189821,-0.640200135,-1172.506963695,0.0,0.0,321.912499915,73.49520097999999
62,63,2.0,780.0,4.0,1.0,7.5,167.96095244999998,49.794810115000004,126.262963815,5.883573715,7.68372793,8.77852201,0.59509683,-0.772946165,-0.5954960499999999,-1256.6069199600001,0.0,0.0,275.75000039500003,71.227916505
63,64,2.0,686.5,4.0,1.0,12.5,126.448138865,45.04733461,187.059458105,6.589776485,13.8641312,11.58142479,0.560223295,-0.693705625,-0.526702275,-1106.36119704,0.0,0.0,284.062499655,99.85064192
64,65,2.0,1062.0,4.0,2.0,11.0,150.31869346000002,33.07439943,82.37454715000001,4.01935535,5.761719305,5.89190133,0.705177825,-0.81983312,-0.70408455,-1710.1362298,0.0,0.0,220.81250027,46.85277363
65,66,2.0,867.5,4.0,1.0,10.5,142.152408095,46.608878875,129.96798863499998,5.463080209999999,7.47077661,8.36928585,0.6031093000000001,-0.76433209,-0.59098682,-1397.057215065,0.0,0.0,252.512501015,71.99770294000001
66,67,2.0,860.5,4.0,1.0,9.5,149.119018385,41.450848629999996,111.654701675,4.70216191,6.3872201749999995,7.155016475,0.580150395,-0.757434535,-0.5769074599999999,-1385.862663915,0.0,0.0,244.074999665,62.415961735
67,68,2.0,861.0,4.0,17.0,18.5,132.94607198,13.975450215,123.85382123,1.49663096,6.81391567,3.160589725,0.23179487,-0.32073804,-0.270960965,-1388.344432765,0.0,0.0,234.41250033,66.17765498
68,69,2.0,803.5,4.0,1.0,5.0,193.12660226999998,70.8038723,111.53530975000001,9.26929365,8.51026209,12.034658154999999,0.75465733,-0.89282339,-0.7728429299999999,-1293.28778079,0.0,0.0,291.72499985,71.92566898499999
69,70,2.0,872.5,4.0,2.0,7.5,154.73529006,63.271945345,85.54649319500001,8.772304165,6.830867850000001,10.856532065,0.79267888,-0.9166555249999999,-0.81009503,-1404.74579671,0.0,0.0,231.76250006,59.880694680000005
70,71,2.0,848.0,4.0,1.0,10.5,174.80656821,58.6479184,112.52551051500001,7.49532479,8.135457554999999,10.223267555,0.72901335,-0.860711505,-0.737135705,-1365.052130455,0.0,0.0,272.65000043,67.775547695
71,72,2.0,887.5,4.0,1.0,11.0,138.23528748500001,46.886500784999996,111.06764253,5.78217237,7.286224755,8.348940005,0.68410956,-0.81768734,-0.6798463299999999,-1428.66752316,0.0,0.0,233.67500043500002,63.657701295
72,73,2.0,1099.0,4.0,1.0,5.0,154.73943895,64.95896729,195.34271704,6.7572757,8.68579017,10.53330461,0.59433085,-0.74224866,-0.55616221,-1769.17926085,0.0,0.0,320.00000061,106.08390447
73,74,2.0,839.5,4.0,2.0,7.0,180.87865332,62.795960805,99.99949298499999,8.08150273,7.550651735000001,10.545510035,0.753182245,-0.8903915,-0.770567505,-1351.55435558,0.0,0.0,268.88750025,64.2832705
74,75,2.0,722.0,4.0,2.0,9.0,184.34403974,60.16454612,139.09472978,7.91830003,9.564794065000001,11.418385390000001,0.654543475,-0.80803701,-0.655019255,-1162.1342783750001,0.0,0.0,303.58750018,80.36641641
75,76,2.0,734.5,4.0,17.0,7.0,124.153996155,20.613396859999998,159.81715987,2.56942318,6.48831512,4.81222639,0.250588175,-0.33160758,-0.24888311,-1182.8154336,0.0,0.0,255.52499944,84.943835665
76,77,2.0,977.5,4.0,1.0,12.5,143.29099596499998,21.674001269999998,105.081631475,4.0251325399999995,14.118461,5.941570035,-0.010682544999999988,-0.67412256,-0.23974905,-1575.1508868,0.0,0.0,230.762500675,57.10134615
77,78,2.0,876.5,4.0,1.0,10.0,182.99999901500001,52.728523030000005,102.845363005,6.73883363,7.74263555,9.24671916,0.748354315,-0.871112345,-0.759017485,-1411.2172151250002,0.0,0.0,272.424999995,61.533473055
78,79,2.0,1004.0,4.0,1.0,9.0,158.62054402,44.8102068,68.39936165,5.69545128,5.00213365,7.319238909999999,0.7397317,-0.88217843,-0.75820235,-1616.66431915,0.0,0.0,218.97500036000002,45.38360179
79,80,2.0,678.0,4.0,1.0,10.5,212.51479829,73.160199885,99.93913337000001,11.37661283,9.52628898,14.37192332,0.79205897,-0.918801885,-0.8139179350000001,-1091.5867687549999,0.0,0.0,301.80000058,68.684192845
80,81,2.0,887.0,4.0,2.0,7.5,199.094033,39.322532655,80.53566765,4.791835335,5.66074081,6.65804477,0.700805815,-0.842098155,-0.7124439499999999,-1428.0483890149999,0.0,0.0,268.787499645,47.86423046
81,82,2.0,708.5,4.0,1.0,13.5,165.43531569499999,53.669162555,159.559788395,7.45257506,11.467432495,11.53923204,0.64253878,-0.7724469949999999,-0.626294305,-1140.720951075,0.0,0.0,300.88750006500004,87.44647782999999
82,83,2.0,871.0,4.0,1.0,12.0,170.890430035,50.50733459,100.10477661,6.1835479200000005,6.356610205,8.484631740000001,0.640654495,-0.816906375,-0.653915295,-1404.746788105,0.0,0.0,257.625000365,61.21932611
83,84,2.0,768.5,4.0,1.0,8.0,121.377475515,32.86098695,146.444340515,4.635309535,10.654674705,8.434110905,0.524017185,-0.678395675,-0.512700825,-1237.14224173,0.0,0.0,243.31249961,77.77793864
84,85,2.0,772.0,4.0,2.0,7.5,183.05987091,60.77640729,87.318049005,8.5278052,7.39211275,10.907383665,0.7730684750000001,-0.9083827200000001,-0.795831545,-1243.0711892499999,0.0,0.0,260.66250056499996,58.632404855000004
85,86,2.0,668.5,4.0,1.0,12.5,161.911387805,45.676336379999995,157.55230059000002,6.358634055,11.23898576,10.55162689,0.55999273,-0.722371935,-0.55124619,-1076.46132181,0.0,0.0,294.187499355,85.40975925000001
86,87,2.0,923.0,4.0,2.0,7.0,161.25900253,45.862790770000004,100.50512306,5.544331905,6.77741727,7.86036034,0.69229086,-0.83310803,-0.698707085,-1486.6510264049998,0.0,0.0,247.82499929,58.26359813
87,88,2.0,651.0,4.0,17.0,11.0,153.84194935,25.046656875,187.633783205,3.13317071,7.68362573,5.74711009,0.26592112,-0.34044885,-0.262136715,-1049.8617947399998,0.0,0.0,307.900000265,102.239769945
88,89,2.0,915.0,4.0,1.0,12.5,147.89342397500002,44.65344623,96.94702329500001,5.50132745,6.911956795,7.784607084999999,0.70641809,-0.834158,-0.70756549,-1473.45390845,0.0,0.0,231.375000515,56.977595285
89,90,2.0,991.0,4.0,2.0,10.5,152.50524879,33.757780185,98.887866815,3.7880879750000003,5.8517855149999995,5.90462797,0.6096599549999999,-0.7615644699999999,-0.6033366,-1595.1202390600001,0.0,0.0,236.30000144000002,54.471424279999994
90,91,2.0,814.5,4.0,3.0,6.5,158.028058125,55.99669426,108.92595975,7.0790159,7.423094755,9.70177625,0.7057475,-0.851232105,-0.7137184599999999,-1311.32399028,0.0,0.0,252.72500123999998,65.06210422999999
91,92,2.0,935.0,4.0,1.0,12.0,120.7857803,34.1803753,173.63367576,4.60465951,13.22111246,8.85699516,0.49740409,-0.65765351,-0.50388056,-1505.39452879,0.0,0.0,264.75000073,92.14289152
92,93,2.0,623.5,4.0,1.0,10.5,150.271690455,43.706243334999996,163.19341401,6.284912185,13.844109584999998,10.89513441,0.501645615,-0.691214565,-0.516972615,-1007.348332435,0.0,0.0,286.41250029,90.081769375
93,94,2.0,754.0,4.0,1.0,11.0,184.52066924000002,51.160076445,131.761452085,7.229654355,10.63521213,10.72429644,0.7176810849999999,-0.827084105,-0.711662315,-1214.4920886149998,0.0,0.0,297.024999845,73.40257987
94,95,2.0,943.5,4.0,2.0,8.5,159.202540565,43.798247315,95.67161811,4.97729873,6.0910606099999995,7.07359684,0.67564321,-0.8264907050000001,-0.684111685,-1518.669068435,0.0,0.0,241.612499325,55.438228089999996
95,96,2.0,818.0,4.0,1.0,10.0,186.83147474999998,40.267783855000005,113.826037765,5.161951045,8.01984485,7.920510775,0.654158955,-0.78676254,-0.647690205,-1316.637057785,0.0,0.0,283.47500063999996,62.53189159
96,97,2.0,695.0,4.0,1.0,5.5,173.90398971500002,52.259216800000004,146.766366415,7.16260651,10.508773165000001,10.954690705,0.651048155,-0.784717635,-0.63816372,-1118.7423909499998,0.0,0.0,298.625000525,80.54973279000001
97,98,2.0,768.5,4.0,1.0,9.5,196.01213858,48.068816155,116.3922218,6.08609271,8.19070733,8.918704865,0.662394825,-0.809400525,-0.66571187,-1236.9715889949998,0.0,0.0,295.63750036,65.861859255
98,99,2.0,820.0,4.0,1.0,8.5,190.755413825,57.24767995,89.400578535,7.442361595,6.85488757,9.687632645,0.733887685,-0.8837160049999999,-0.7561547150000001,-1320.65206773,0.0,0.0,269.62499987,58.029961670000006
