,MU_log,OSPAN_log,Avg
0,-0.7149518105267979,-0.1743533871447778,0.664607843137255
1,-0.4010630467075266,-0.03770186718401153,0.8163039215686274
2,-0.35667494393873245,-0.09651090038084373,0.804
3,-0.5373172392129669,-0.017146158834970514,0.783656862745098
4,-0.41581257663358867,-0.028399474521698,0.8159019607843139
5,-0.55083095837969,-0.028399474521698,0.774235294117647
6,-1.329135947279942,-0.028399474521698,0.6183529411764705
7,-0.992663710658729,-0.04290750101127655,0.6642941176470588
8,-0.13746067076441218,0.0,0.9357843137254902
9,-0.6698903183956779,-0.26396554583446485,0.6398823529411766
10,-0.3400078914535206,-0.3106095770954856,0.7223823529411765
11,-0.4707882507061536,-0.10981486600720657,0.7602549019607843
12,-1.2473852972612494,-0.13238918804574562,0.5816274509803921
13,-1.2105302048720952,-0.16251892949777494,0.5740196078431372
14,-1.0639267306802196,-0.028399474521698,0.6585490196078432
15,-0.7579471737868608,-0.1827216368152944,0.650813725490196
16,-0.5697156397702172,-0.033556783528842754,0.7663431372549019
17,-0.6322919048386706,-0.017146158834970514,0.7571862745098039
18,-0.3822082459438971,-0.22189433191377778,0.7416764705882353
19,-0.6452911593823104,0.0,0.7622549019607843
20,-0.30349267847842315,-0.14618251017808145,0.8011176470588235
21,-0.8294836241120767,-0.4185503476568198,0.5471372549019607
22,-0.43078291609245406,-0.38272562113867487,0.6660000000000001
23,-2.2641188121662497,-0.2446225829913339,0.4434607843137255
24,-0.8849250725959352,-0.15082288973458366,0.6363725490196078
25,-1.1845547184688343,-0.13238918804574562,0.5909411764705883
26,-0.8637726975907086,-0.11878353598996698,0.6547843137254902
27,-0.6641596436866931,-0.10536051565782628,0.7073529411764705
28,-0.772699812261899,-0.08555788836164654,0.6898823529411765
29,-0.322259985330115,-0.07364654016829848,0.8267549019607843
30,-0.8362480242006187,-0.11991029667255755,0.6601666666666667
31,-0.8385130308314708,-0.10869941692334091,0.6646764705882353
32,-0.6176396280518002,-0.05551270993025883,0.7426078431372549
33,-0.6194594647687864,-0.021223636451626688,0.7586176470588235
34,-0.3386314287447975,-0.017146158834970514,0.8478725490196077
35,-1.2542346391068242,-0.1210383283770561,0.5856470588235294
36,-0.9187447208357219,-0.13811330212963427,0.6350098039215686
37,-0.4914075379088892,-0.03770186718401153,0.7873823529411764
38,-0.9041103133172841,-0.17673717850005405,0.6214509803921568
39,-0.6194594647687862,-0.1755445725149309,0.6886176470588234
40,-0.25805981642043774,-0.033556783528842754,0.8697745098039216
41,-0.8801857272320387,-0.40947312950570314,0.5393529411764706
42,-0.9769153536905899,-0.06720874969344999,0.6557352941176471
43,-1.033155072013466,-0.2510287548037454,0.5669411764705883
44,-0.7392937831957269,-0.0779615414697118,0.7012254901960785
45,-0.5206779202090023,-0.06935007813479317,0.7635588235294117
46,-1.378481821383097,-0.1839228381609285,0.5419803921568627
47,-0.7963314167951762,-0.07904320734045285,0.6874901960784314
48,-0.5960560563846257,-0.2131932204610416,0.6794901960784314
49,-0.8778244510463591,-0.05975000440577405,0.678843137254902
50,-0.25425993851066286,-0.16134315040876293,0.8132450980392156
51,-0.689233281238809,-0.14850000831844395,0.6819803921568628
52,-1.7346010553881062,-0.7444404749474959,0.32573529411764707
53,-0.5256407095511315,-0.06400532997591243,0.7645882352941176
54,-1.6443541775403283,-0.13696585507315742,0.5325686274509804
55,-0.772699812261899,-0.140412153716745,0.6653823529411764
56,-0.7963314167951762,-0.3078847797693004,0.5929901960784314
57,-1.3981288187668934,-0.24590053843682594,0.5145294117647059
58,-0.4962268243448383,-0.25877072895736086,0.6904117647058823
59,-0.8873031950009028,-0.4019712188539085,0.5403823529411764
60,-1.3941684175507965,-0.19116050546115904,0.5370196078431373
61,-0.43683437177580964,-0.12669765304595754,0.7635392156862745
62,-0.7898308521920826,-0.08555788836164654,0.6859607843137255
63,-0.5423635072805915,-0.07364654016829848,0.7551862745098039
64,-0.07004384373292633,-0.08992470752798701,0.9231764705882354
65,-0.47866851213145933,-0.03770186718401153,0.7913039215686275
66,-1.3144297998902463,-0.3523983871714722,0.4858137254901961
67,-1.0811191312205926,-0.04290750101127655,0.6486078431372548
68,-0.46608972992459907,-0.20089294237939007,0.7227254901960785
69,-0.19296624630536877,0.0,0.9122549019607843
70,-1.1942166293805712,-0.43540898448123644,0.47497058823529414
71,-0.10536051565782628,-0.017146158834970514,0.9415
72,-0.8317333438460921,-0.06935007813479317,0.6841470588235294
73,-1.1530063607339083,-0.33128570993391293,0.5168431372549019
74,-0.6322919048386704,-0.140412153716745,0.700186274509804
75,-1.257676983297797,-0.17078832098028163,0.5636568627450981
76,-0.6872820611075473,-0.03770186718401153,0.7329705882352942
77,-0.9873866535578852,-0.09431067947124129,0.6412745098039216
78,-0.5457418888722186,-0.017146158834970514,0.7812058823529411
79,-1.197458123304742,-0.3783364407199117,0.4934803921568628
80,-0.3128323060745558,-0.08555788836164654,0.824686274509804
81,-1.0986122886681093,-0.05975000440577405,0.6376666666666667
82,-0.16251892949777494,-0.07472354619593642,0.889
83,-1.2508041040100348,-0.1755445725149309,0.5626372549019608
84,-1.2138251007689476,-0.10536051565782628,0.5985294117647059
85,-0.1579159294258139,-0.1755445725149309,0.8464607843137255
86,-0.84078317936601,-0.044997365930735805,0.6936862745098039
87,-0.8227646738633315,-0.12443007837817703,0.6611078431372549
88,-0.6471620673181219,-0.5041810810473222,0.563764705882353
89,-0.889686986356179,-0.08229524272683016,0.6658921568627452
90,-0.4505855433886339,-0.12669765304595754,0.7591274509803922
91,-0.5714502455824253,-0.044997365930735805,0.7603529411764707
92,-0.7963314167951762,-0.08121005542554317,0.6864901960784313
93,-0.5273004609694957,-0.05551270993025883,0.7680980392156862
94,-0.5749285099587503,-0.15782408519356722,0.7083725490196078
95,-0.387971950660647,-0.19116050546115904,0.7522156862745099
96,-0.365113812584597,-0.21072103131565253,0.7520588235294118
97,-0.802874515384112,-0.15082288973458366,0.6540196078431373
