1	175
1	291
1	165
1	122
1	464
1	229
1	262
1	167
1	174
1	269
1	354
1	589
1	207
1	534
1	185
1	271
1	379
1	331
1	250
1	967
1	280
1	286
1	245
1	278
1	130
1	169
1	165
1	144
1	204
1	196
1	728
1	132
1	267
1	169
1	196
1	274
1	324
1	554
1	363
1	410
1	164
1	213
1	208
1	216
1	183
1	194
1	248
1	186
1	166
1	151
1	525
1	226
1	448
1	443
1	273
1	691
1	293
1	216
1	591
1	663
1	382
1	229
1	275
1	240
1	113
1	245
1	160
1	248
1	263
1	183
1	170
1	397
1	238
1	234
1	265
1	187
1	138
1	257
1	188
1	160
1	362
1	203
1	300
1	258
1	172
1	332
1	163
1	277
1	139
1	177
1	221
1	277
1	381
1	200
1	245
1	126
1	157
1	208
1	300
1	312
1	207
1	269
1	256
1	769
1	493
1	178
1	417
1	491
1	127
1	170
1	187
1	152
1	179
1	241
1	122
1	239
1	139
1	330
1	281
1	220
1	392
1	276
1	421
1	150
1	293
1	318
1	264
1	229
1	135
1	304
1	242
1	181
1	175
1	159
1	345
1	216
1	164
1	287
1	344
1	82
1	313
1	278
1	227
1	153
1	242
1	213
1	390
1	265
1	431
1	227
1	167
1	197
1	236
1	623
1	296
1	260
1	319
1	207
1	463
1	183
1	144
1	233
1	114
1	243
1	254
1	90
1	173
1	358
1	404
1	237
1	178
1	188
1	256
1	85
1	562
1	340
1	307
1	177
1	186
1	136
1	310
1	277
1	214
1	242
1	74
1	150
1	171
1	212
1	318
1	71
1	570
1	555
1	271
1	315
1	279
1	532
1	221
1	166
1	137
1	322
1	383
1	275
1	188
1	91
1	208
1	173
1	430
1	245
1	928
1	279
1	372
1	80
1	135
1	200
1	305
1	195
1	311
1	179
1	195
1	296
1	144
1	275
1	171
1	883
1	168
1	192
1	171
1	298
1	403
1	191
1	211
1	136
1	188
1	305
1	177
1	140
1	212
1	219
1	140
1	224
1	208
1	246
1	128
1	197
1	267
1	378
1	790
1	994
1	407
1	449
1	199
1	147
1	263
1	223
1	243
1	227
1	53
1	265
1	298
1	228
1	154
1	305
1	386
1	185
1	162
1	310
1	365
1	314
1	193
1	469
1	260
1	1199
1	172
1	254
1	211
1	248
1	235
1	237
1	156
1	236
1	173
1	283
1	144
1	175
1	369
1	194
1	205
1	284
1	364
1	222
1	304
1	172
1	274
1	182
1	264
1	240
1	325
1	289
1	200
1	236
1	303
1	93
1	166
1	218
1	154
1	198
1	498
1	194
1	284
1	184
1	241
1	202
1	114
1	231
1	181
1	169
1	144
1	154
1	277
1	302
1	340
1	650
1	556
1	134
1	219
1	428
1	352
1	225
1	389
1	343
1	200
1	157
1	324
1	160
1	207
1	309
1	148
1	257
1	268
1	71
1	368
1	201
1	138
1	299
1	218
1	217
1	127
1	176
1	220
1	221
1	188
1	308
1	190
1	268
1	205
1	169
1	456
1	169
1	376
1	247
1	438
1	243
1	169
1	262
1	383
1	890
1	155
1	214
1	171
1	125
1	113
1	262
1	174
1	333
1	184
1	285
1	280
1	183
1	67
1	90
1	247
1	287
1	227
1	445
1	380
1	458
1	223
1	1213
1	420
1	391
1	140
1	258
1	372
1	183
1	199
1	364
1	315
1	268
1	234
1	249
1	130
1	351
1	206
1	247
1	169
1	315
1	226
1	504
1	288
1	220
1	567
1	139
1	170
1	193
