"mu","sig","tau","subject"
139.289922438195,38.6002540567089,137.103625078166,1
143.607226099304,45.8177964199182,151.043120895869,2
143.73582969498,53.2934265646052,121.496599169997,3
202.051800457873,83.9049731010436,186.892584950385,4
140.110171290366,68.715144033183,136.169907001666,5
139.067313350576,46.5032455593299,105.864335563594,6
142.705261295742,39.9622661179039,217.261708731041,7
184.949539004195,49.5128919637965,104.615919278267,8
185.665042316682,58.2832599072423,113.307012082686,9
143.701688935637,45.3643262098027,111.122193855422,10
172.910244199195,58.7139353531364,189.737264866883,11
177.359823777485,51.1464141260434,63.8608543088063,12
142.862723072446,46.0742709537369,135.785161650758,13
155.735791151974,72.5120361436645,139.14749995983,14
161.672155270282,49.4221704638258,71.0769895612107,15
156.204582145069,56.6740307257782,96.6195398364208,16
145.489899380997,39.3597027479126,111.419470815667,17
149.859353415781,63.7478871563524,132.342178844337,18
154.993938004013,59.5839565277649,117.02834420569,19
178.144877318638,46.6423859298441,142.938765567109,20
131.063638365938,51.6847664829771,156.239530267214,21
145.934954409004,52.1206561579132,111.761154849194,22
157.123097058733,53.2890986671062,107.451031843312,23
177.010481058471,83.3209937466952,142.943505244634,24
140.88850088672,43.3609249806293,98.260964267371,25
160.458038604792,69.2639239982782,161.666793887246,26
144.200984427037,62.3755920609868,99.1048989000964,27
151.292427578192,43.9266456852848,140.827672176598,28
185.019390639727,55.656077250901,128.716176014194,29
168.833820025135,59.4058719704635,123.648419204441,30
154.703820726314,70.7186444128498,131.506618561435,31
146.699267969013,54.5817443119196,107.645097258152,32
152.27025732127,73.022597116873,112.622729146608,33
136.823822822046,62.6182155355412,184.429665060701,34
140.334743591207,53.7373636111631,144.887703151749,35
129.977332146774,33.2337744722095,130.923053769402,36
126.498621002984,75.3861954747594,114.415554778034,37
120.058231269482,77.0293063393888,245.284494942578,38
160.463936072039,50.0377485563347,104.288232005743,39
181.999427063739,50.1738376430271,86.8365625177635,40
143.963034254336,54.0114852455441,143.218083021446,41
165.460857405939,49.1683894365307,135.785474080415,42
150.066131372627,49.8432106500348,116.842464593609,43
163.329959125366,70.4850929079774,177.781359450215,44
137.165302480006,69.0136310511696,137.313926192158,45
193.187297960367,73.600603339322,121.674066271077,46
148.528070946909,54.7059223963697,102.430271503091,47
168.084784713187,41.870968985869,141.789158284983,48
127.320733212266,70.9176137685285,232.469781284831,49
157.871853959011,46.9347280976343,144.258794068896,50
137.330075940877,42.0794421397199,160.615351801873,51
147.19245610761,57.8536273885389,227.374142088222,52
124.771534669003,61.6487161076979,205.143991041172,53
159.37311840122,60.7395126825435,112.202318419482,54
20.9530189146619,0.0534599205589974,252.795281362552,55
166.65574363783,63.1030225213713,83.8832583543631,56
145.733195182736,41.9728634969726,224.767334670251,57
20.2437320102131,5.17175973092623,296.190097534151,58
188.978454513661,83.2439123678321,154.625514489078,59
152.590722240883,57.029753880062,91.1791517495176,60
177.959947569572,47.3759882887289,135.895423993285,61
208.486054194718,52.5350184401579,133.335002368385,62
161.958776200619,53.9477602922346,138.920758924223,63
22.2040299917068,6.68606857903261,309.132554222784,64
150.977148217364,43.722167180246,81.5856275455833,65
137.843816769448,49.5585679300536,138.891127477836,66
143.996223755181,41.806417065741,125.853244084066,67
124.709588258092,33.3699642211302,154.268949989127,68
175.552696275707,54.3979704984453,142.620109179395,69
126.95081349959,50.9023238718489,132.291154234585,70
169.35443636772,58.1484481383918,120.568713664384,71
139.055911927648,63.7139134952184,103.625543842,72
133.089840091707,64.0184210625701,244.093663768878,73
162.303758854056,57.0352248530547,132.32536698728,74
169.529112359126,45.1874431884863,175.400624910576,75
110.742666229828,48.8885593560901,185.250044622958,76
139.203347567623,45.525154990286,110.278706148571,77
180.124620325814,52.8249766839681,108.166962725504,78
150.734292969117,44.7182585934565,80.4252227745717,79
167.171000795116,56.0519507951972,125.223774192372,80
192.004568603723,74.0866482983862,131.350464836891,81
189.558809773033,39.8071924449038,101.126698731773,82
157.757657654417,45.844326635829,187.688617417453,83
164.270514951386,43.4777995437013,112.803284451922,84
113.01978462238,54.8668807920273,151.078844473441,85
167.36872643255,57.7867731110848,113.385196140631,86
151.550033095733,44.0548288767915,199.188766615535,87
157.591004763916,45.7769106565767,108.354187938382,88
140.260185374767,57.5253479245849,221.43784751818,89
142.434000759739,49.1401619635698,106.72321704487,90
149.00960832553,37.4693560376039,109.817414315451,91
150.623633871462,58.2589618362347,120.035325241549,92
91.3759607098331,55.428502477273,234.192404157761,93
132.784286280037,50.9095656726283,221.759741375498,94
176.473223199908,49.2475264510794,151.538188602643,95
152.905815190857,60.4109091990192,101.308592605425,96
183.831831068473,43.076476735522,121.5769779266,97
161.215233659314,46.695756348734,186.66957191738,98
182.171997556187,40.3220593974079,149.882740794686,99
184.170706181062,57.0235680503083,99.6296865489029,100
