"mu","sig","tau","subject"
136.765961951085,36.5539551375396,114.650537145514,1
158.130049301864,46.0876189512543,106.811566085506,2
122.560264104695,42.5559026728039,105.085718209096,3
193.751357713906,70.7916422877337,174.458505387061,4
147.001751653913,60.3383760446704,116.9746549043,5
134.048747810994,38.5964558538793,124.016890937129,6
126.701980910268,39.5728417703294,186.16707582858,7
177.378132903734,50.7893480889125,107.574758749882,8
186.297472256415,54.1160016095344,118.810706803166,9
130.04710189224,36.1338553509037,123.852894619076,10
148.911385251315,51.7672835088902,158.237271849998,11
175.443615645916,52.4067946748581,63.647960975691,12
142.658094353194,40.3727944923491,128.716403107618,13
145.213282324821,50.9159738890716,159.142112048154,14
156.888683115015,44.1328402631424,78.7882213677727,15
164.368896821269,53.0654339982659,86.7828546871654,16
135.241016655437,33.5839392472351,127.091967083315,17
144.487120210004,48.6139523681529,149.48384833543,18
109.121403312321,46.58741738494,164.958946684926,19
174.56808208992,41.1042693604897,143.143338038407,20
142.78353577188,36.0233578030208,142.322024269129,21
132.560909788464,38.7315130656466,112.20464909312,22
162.877988724128,47.0511765372047,99.1511796068898,23
144.260799914608,72.6502735653105,179.71748205218,24
140.021109571589,32.4579308598673,129.261435926939,25
162.073046742307,65.5023561173772,170.709037323417,26
143.433701392306,46.4809013897625,96.97773377524,27
144.904195985327,41.7057136978998,175.079394063293,28
175.062897368122,53.1583588329372,118.189257068131,29
172.962889053273,47.4476635417578,104.665468399418,30
127.415020612555,43.7440908350375,167.31253282454,31
110.428308493216,49.3109748078611,172.816310062951,32
113.46339100697,43.8600900673423,172.034400668508,33
155.325659424299,50.1861881226498,135.2446881426,34
133.552448278266,40.4905550889575,150.512345626561,35
129.871368377186,33.4738296161286,152.013696298439,36
153.72831111841,56.1419381500695,105.876338267749,37
143.675281529712,66.5734205039848,200.972098943159,38
154.968873136669,47.5018418293764,134.193213192942,39
183.94624094624,50.2117619909189,83.1030590677663,40
147.760134692609,47.2525874045803,144.09014038305,41
169.495717937656,47.6618061194144,134.777172399968,42
151.047169173715,46.9610210222643,110.34693086678,43
151.546777453908,65.1304551865225,182.476061497743,44
151.16392577476,55.3383402298799,164.492690489761,45
178.024742400817,56.6476868572187,123.93487600934,46
148.558410108539,54.2037454467011,114.145134562647,47
167.059677861288,39.835529787394,144.969061039713,48
163.471338151322,48.4439261671562,193.027134338951,49
168.348905436883,47.1104386176646,125.439081366312,50
144.188563544716,39.6082026038579,135.895985727037,51
151.225509962611,51.3031640824238,167.134756619172,52
159.469217237947,45.9798939562211,178.086944947847,53
159.793048091068,40.6830272647982,141.448635121018,54
153.218048596712,55.9653415492996,140.431918286015,55
135.501263111755,37.8247529956547,130.061871868373,56
155.13883376571,39.4843946520136,187.149692474222,57
134.655919094417,53.9204253613989,186.853336622189,58
160.275649165494,60.4428880329136,162.420573780076,59
125.026495146138,41.7610348772269,116.004269058309,60
163.622503240573,44.2130685620515,184.131502484499,61
204.561240233393,55.2166001358048,173.580456429177,62
160.582710291308,51.7178948214182,118.621940470402,63
146.776974820507,43.6078090848651,163.122055837762,64
142.503523686675,35.4109384633194,86.0511958510775,65
147.145988886174,41.1125334542295,132.772610089273,66
123.770089997287,41.6907418787682,152.413746364982,67
129.747799232312,26.9115167281647,173.231094865933,68
165.860955521827,34.6126370047304,157.227314703737,69
143.132186638893,53.6994113682891,89.3063690155005,70
142.222516381108,51.3917244963678,142.261032288132,71
106.594458572225,42.8943144895635,151.884815446129,72
165.520387215265,70.0992041357973,229.44282473717,73
162.972779077157,51.1116783207912,112.911102614997,74
177.848152870626,50.1199762841923,179.930411742062,75
112.032814410616,35.4272611940602,213.364357824575,76
148.772716835521,41.5571445091756,96.0991032089141,77
169.650920262802,47.8520493434685,115.540509487568,78
135.269567627205,39.8131026692369,92.4366267362547,79
103.681811049482,20.2485681120911,145.132510922891,80
188.737300588033,57.1189101260632,159.576952284403,81
182.067024723804,34.1666028983185,97.7555464106641,82
108.55982382832,38.2279573920821,231.675955030249,83
156.791858460798,35.9596905498265,156.609035620735,84
129.244833832529,42.1543483699877,146.476425866219,85
171.080789231709,45.3464742425357,112.150311699629,86
149.284854544153,33.0182242969337,170.21498480602,87
165.004529622567,44.360190969238,106.425246656827,88
163.08234386578,52.5207526853775,211.345703133082,89
149.324192816045,43.6378176903846,102.371114727601,90
139.716960771941,34.6796564474806,128.486485485448,91
140.653529361808,49.5640799669057,120.108157223843,92
121.62516258177,43.5401811880195,160.767754469412,93
128.624698069827,44.9018851053716,176.075310165863,94
151.041872854224,51.1263163184917,146.596568136195,95
160.787042660756,50.7532837160604,132.224278673872,96
173.514434153187,43.433093006293,105.929528007116,97
128.047157995407,53.148691761515,148.123879131812,98
168.233581787966,55.2625734979209,143.41578698264,99
184.984638936326,57.644516349833,122.313563945928,100
