,subject,Test,Score,Mu,Sigma,Tau,SCamp
145,48,OSPAN,0.5247992236145933,175.929584825,49.497749065,121.95680785,5.787790988735922
146,49,OSPAN,-0.6459067367564225,169.165692905,66.19359987499999,146.102280885,4.1040228013029365
147,50,OSPAN,0.7064604933273371,175.045198255,35.19831534,98.99332438,4.773405438813347
148,51,OSPAN,-0.21193814799820115,157.972587705,41.04453065,101.95676622,4.812025641025628
149,52,OSPAN,-0.10092292761819102,171.90609681,66.45162258,162.63796059,3.6177374784110534
150,53,OSPAN,-4.0066402264421805,156.21999767,55.071101745,139.16150585,5.508465189873422
151,54,OSPAN,0.6660913222800596,166.45541621,50.757710515,103.25632294,4.390700169395826
152,55,OSPAN,0.0,161.688300625,71.05061842500002,109.60879840000001,5.439911624745064
153,56,OSPAN,-0.03027687828545618,169.158647265,57.22857407,82.30270446,4.786876015159722
154,57,OSPAN,-1.3826441083692158,167.227772425,48.21817191,144.943318115,5.158423566878978
155,58,OSPAN,-0.908306348563718,151.395986735,70.449466255,161.246648075,4.047190022010274
156,59,OSPAN,-1.009229276181909,201.12164462,64.90592082,140.85490922,4.816730632551527
157,60,OSPAN,-2.0487354306492755,149.32248554,24.923520875,99.872267955,4.444181818181813
158,61,OSPAN,-0.4642454670436787,191.910128045,58.644181265,107.635368445,4.3569670602858945
159,62,OSPAN,0.0908306348563708,208.114324165,46.54421194,134.17438285,5.243466026080988
160,63,OSPAN,0.4642454670436775,167.96095244999995,49.794810115,126.262963815,4.479237179487176
161,64,OSPAN,0.5752606874236887,126.448138865,45.04733461,187.059458105,3.5692935178441347
162,65,OSPAN,0.4238762959964023,150.31869346000005,33.07439943,82.37454715000001,4.986275894538612
163,66,OSPAN,0.9183986413255372,142.152408095,46.608878875,129.96798863499998,3.987360230547553
164,67,OSPAN,-1.7055974767474271,149.119018385,41.45084863,111.654701675,4.891237652527591
165,68,OSPAN,0.8679371775164416,132.94607198,13.975450215,123.85382123,5.629186991869908
166,69,OSPAN,-0.5449838091382315,193.12660227,70.8038723,111.53530975,3.728668326073425
167,70,OSPAN,1.291813473512844,154.73529006,63.271945345,85.54649319500002,4.4425100286532935
168,71,OSPAN,-2.270765871409296,174.80656821,58.6479184,112.525510515,5.2900117924528365
169,72,OSPAN,1.1202444965619192,138.235287485,46.886500785,111.06764253,4.739487323943658
170,73,OSPAN,0.6156298584709641,154.73943895,64.95896729,195.34271704,5.9611373976342135
171,74,OSPAN,-1.5542130853201406,180.87865332,62.795960805,99.999492985,4.6003990470518215
172,75,OSPAN,-0.03027687828545618,184.34403974,60.16454612,139.09472978,6.1039335180055465
173,76,OSPAN,-0.2926764900927539,124.153996155,20.61339686,159.81715987,4.470197413206267
174,77,OSPAN,0.9183986413255372,143.29099596499995,21.67400127,105.081631475,4.29246035805627
175,78,OSPAN,0.38350712494912587,182.999999015,52.72852303000001,102.845363005,5.3669823160296675
176,79,OSPAN,1.1202444965619192,158.62054402,44.8102068,68.39936165,4.33336653386454
177,81,OSPAN,-1.8872587464601696,212.51479829,73.160199885,99.93913337,4.017699115044241
178,82,OSPAN,0.4642454670436775,199.094033,39.322532655,80.53566765,3.102671927846675
179,83,OSPAN,0.7064604933273371,165.435315695,53.669162555,159.559788395,4.225899788285111
180,84,OSPAN,0.5651683946618685,170.890430035,50.50733459,100.10477661,4.412037887485655
181,85,OSPAN,-0.3330456611400292,121.377475515,32.86098695,146.444340515,3.8461483409238792
182,87,OSPAN,0.2825841973309348,161.911387805,45.67633638,157.55230059000004,4.184038893044127
183,88,OSPAN,-0.3330456611400292,161.25900253,45.86279077,100.50512306,3.738537378114848
184,89,OSPAN,0.8477525919928034,153.84194935,25.046656875,187.633783205,3.766705069124433
185,90,OSPAN,0.11101522038001012,147.89342397500005,44.65344623,96.947023295,5.248224043715855
186,91,OSPAN,-2.704734460167517,152.50524879,33.757780185,98.887866815,2.9440817356205784
187,92,OSPAN,0.4945223453291349,158.028058125,55.99669426,108.92595975,5.015586249232659
188,93,OSPAN,0.0908306348563708,120.7857803,34.180375299999994,173.63367576,3.1263422459893055
189,94,OSPAN,0.8477525919928034,150.271690455,43.706243335,163.19341401,4.859743384121892
190,95,OSPAN,0.5046146380909551,184.52066924,51.160076445,131.761452085,5.746412466843497
191,96,OSPAN,0.7468296643746124,159.202540565,43.798247315,95.67161811,5.17785373608902
192,97,OSPAN,-0.1816612697127427,186.83147475,40.26778385500001,113.826037765,5.3602444987775115
193,98,OSPAN,-0.4642454670436787,173.90398971500005,52.2592168,146.766366415,6.095942446043162
194,99,OSPAN,-0.6257221512327832,196.01213858,48.068816155,116.39222179999999,4.6554131424853615
195,100,OSPAN,-0.12110751314182926,190.755413825,57.24767995,89.400578535,4.608359756097559
196,1,RAPM,1.3420091496576434,152.07079978,45.23447839,106.72445752,4.607705314009659
197,2,RAPM,-0.6209296065580149,154.362654415,42.322657435,120.855988275,4.350217238962859
198,3,RAPM,0.9494213984145116,150.13252598,40.677543575,111.727054065,4.196171581769435
199,4,RAPM,-0.2283418553148831,213.271238975,78.25279067,172.39859476499996,4.6225117370892
200,5,RAPM,1.7345969009007751,153.37597089,57.31441017,123.16638393,5.0759957020057245
201,6,RAPM,-1.406105109044278,142.774136155,34.42810424,99.036833455,4.744920877998979
202,7,RAPM,-1.0135173578011465,150.662465965,37.36556697,175.32081739,3.6870054730258
203,8,RAPM,0.9494213984145116,192.837692075,57.11197565000001,92.24280198,4.215255994815292
204,9,RAPM,0.9494213984145116,190.25182089,55.178194465,103.864944985,5.2709611829944585
205,10,RAPM,0.5568336471713803,139.05199922999998,25.429333345,118.78651816,2.570770010131709
206,11,RAPM,-1.406105109044278,182.220747665,55.42141594,163.62562660999996,5.148259911894275
207,12,RAPM,0.5568336471713803,191.25403983,54.12349992,45.717286455,5.180262116716116
208,13,RAPM,0.9494213984145116,160.01538886,54.05055246,100.86096799,4.9923244251087695
209,14,RAPM,-1.7986928602874095,163.479250135,65.52041635500001,134.732704055,5.0292280945757994
210,15,RAPM,-1.0135173578011465,168.09646279499995,50.212823585,62.55620093,4.627702702702694
211,16,RAPM,-0.6209296065580149,175.87569932,45.64260703,69.19922793,5.1141186635944695
212,17,RAPM,0.5568336471713803,155.99994454,38.69030276,88.584535805,4.835473856209147
213,18,RAPM,0.9494213984145116,164.342599385,56.22700839,112.05009554,4.383762820512824
214,19,RAPM,0.16424589592824848,170.24517059,57.03860522,94.333945025,5.086203814064361
215,20,RAPM,-1.406105109044278,190.675329445,48.28638562,113.182591585,5.446834951456309
216,21,RAPM,0.16424589592824848,142.38167033,35.55011941,128.81424965,4.903515527950317
217,22,RAPM,-1.7986928602874095,149.902649395,39.625252085,105.09143564,4.186255530973456
218,23,RAPM,0.9494213984145116,163.58161244500005,46.15858851,96.5325773,4.681487964989056
219,24,RAPM,-0.6209296065580149,185.59507939,75.91569855,137.38157547,5.830144032921821
220,25,RAPM,0.5568336471713803,148.670046725,34.3882581,82.896873935,3.871141649048624
221,26,RAPM,0.16424589592824848,181.420656685,55.57542213000001,125.606951375,3.4627769886363624
222,27,RAPM,-0.6209296065580149,146.29907865,52.531402205,101.772580395,4.385365439093486
223,28,RAPM,-0.2283418553148831,157.65721171,41.26247220000001,121.418952025,4.817028676021969
224,29,RAPM,1.7345969009007751,179.09139248,37.72648112,137.98269932,5.164463315217395
225,30,RAPM,0.16424589592824848,178.67632585500004,51.16956010000001,105.905468645,4.799865642994238
226,31,RAPM,-1.0135173578011465,158.32711675500005,39.13057882,136.382408935,3.5762078093977485
227,32,RAPM,-0.6209296065580149,146.31628154,42.50577182,109.171008125,5.224154528182393
228,33,RAPM,0.9494213984145116,146.43443288,53.4749681,130.76394503,5.1406473594548565
229,34,RAPM,0.5568336471713803,167.013891655,65.11935074,128.59129744,4.795676258992807
230,35,RAPM,-0.6209296065580149,150.634135155,57.743122665,124.953257025,3.2288896103896136
231,36,RAPM,0.5568336471713803,133.40833785,27.6329722,119.343968795,4.291958820255978
232,37,RAPM,0.5568336471713803,141.939818145,53.994471165,110.06232085,5.870077476480362
233,38,RAPM,2.1271846521439066,140.66417755,31.76416333,225.24117630000003,5.4006887052341535
234,39,RAPM,-0.2283418553148831,173.68504282,47.46669677,80.87046380000002,4.157159863945576
235,40,RAPM,0.9494213984145116,185.592609615,43.47614537,81.242785365,4.667697802197807
236,41,RAPM,0.16424589592824848,158.78641972999995,56.394015875,117.259963545,4.870264005151312
237,42,RAPM,-0.2283418553148831,169.79067043499995,48.99104703,124.73146493,3.3954834684965736
238,43,RAPM,-0.6209296065580149,153.58666449999996,45.39721077,109.615002625,3.798125948406671
239,44,RAPM,-1.406105109044278,171.00265323,69.53126866,162.81103116,5.917180385288956
240,45,RAPM,0.16424589592824848,149.83367852499995,70.446392965,122.436703325,5.2322367560497085
241,46,RAPM,0.16424589592824848,193.212004075,55.38966599,124.544862275,5.335242847638054
242,47,RAPM,0.5568336471713803,170.686761935,63.160988205,69.79566292999999,4.2804693539480985
243,48,RAPM,0.16424589592824848,175.929584825,49.497749065,121.95680785,5.787790988735922
244,49,RAPM,0.5568336471713803,169.165692905,66.19359987499999,146.102280885,4.1040228013029365
245,50,RAPM,0.5568336471713803,175.045198255,35.19831534,98.99332438,4.773405438813347
246,51,RAPM,1.3420091496576434,157.972587705,41.04453065,101.95676622,4.812025641025628
247,52,RAPM,0.16424589592824848,171.90609681,66.45162258,162.63796059,3.6177374784110534
248,53,RAPM,-1.406105109044278,156.21999767,55.071101745,139.16150585,5.508465189873422
249,54,RAPM,-0.6209296065580149,166.45541621,50.757710515,103.25632294,4.390700169395826
250,55,RAPM,-1.7986928602874095,161.688300625,71.05061842500002,109.60879840000001,5.439911624745064
251,56,RAPM,-0.2283418553148831,169.158647265,57.22857407,82.30270446,4.786876015159722
252,57,RAPM,-1.0135173578011465,167.227772425,48.21817191,144.943318115,5.158423566878978
253,58,RAPM,-1.406105109044278,151.395986735,70.449466255,161.246648075,4.047190022010274
254,59,RAPM,1.7345969009007751,201.12164462,64.90592082,140.85490922,4.816730632551527
255,60,RAPM,0.9494213984145116,149.32248554,24.923520875,99.872267955,4.444181818181813
256,61,RAPM,-1.0135173578011465,191.910128045,58.644181265,107.635368445,4.3569670602858945
