"experiment_file","experiment_path","image","key","key_time","logfile","phase","playtime","setSize","subject_nr","timestamp","waittime"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","ready1.png","NA","NA","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","pre","0","3","1","113696","NA"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","fixation.png","NA","NA","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","fix","1500","3","1","115404","NA"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr1_study1.png","NA","NA","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","study","1000","3","1","117022","118024"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr1_study2.png","NA","NA","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","study","1000","3","1","118377","119379"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr1_study3.png","NA","NA","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","study","1000","3","1","119757","120759"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr1_update1.png","NA","NA","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","update","1300","3","1","121089","122391"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr1_update2.png","NA","NA","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","update","1300","3","1","122757","124059"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr1_update3.png","NA","NA","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","update","1300","3","1","124431","125733"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr1_test1.png","2","148273","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","test","0","3","1","126068","148274"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr1_test2.png","3","154785","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","test","0","3","1","149373","154785"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr1_test3.png","4","156928","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","test","0","3","1","156003","156929"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","wait.png","4","156928","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","wait","5000","3","1","158022","156929"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","fixation.png","4","156928","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","fix","1500","3","1","163165","156929"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr2_study1.png","4","156928","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","study","1000","3","1","164777","165779"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr2_study2.png","4","156928","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","study","1000","3","1","166113","167115"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr2_study3.png","4","156928","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","study","1000","3","1","167465","168467"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr2_update1.png","4","156928","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","update","1300","3","1","168808","170110"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr2_update2.png","4","156928","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","update","1300","3","1","170479","171781"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr2_update3.png","4","156928","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","update","1300","3","1","172141","173443"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr2_test1.png","4","177600","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","test","0","3","1","173797","177601"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr2_test2.png","7","181056","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","test","0","3","1","178698","181057"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr2_test3.png","1","183081","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","test","0","3","1","182143","183082"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","ready2.png","1","183081","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","pre","0","3","1","197865","183082"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","fixation.png","1","183081","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","fix","1500","3","1","199175","183082"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr3_study1.png","1","183081","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","study","1000","3","1","200810","201813"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr3_study2.png","1","183081","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","study","1000","3","1","202188","203190"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr3_study3.png","1","183081","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","study","1000","3","1","203549","204551"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr3_update1.png","1","183081","C:/Users/Public/Experiments/IDs/05-WMC/MU/MU_SM01_results/MUsbj001.csv","update","1300","3","1","204903","206205"
