"experiment_file","experiment_path","image","key","key_time","logfile","phase","playtime","setSize","subject_nr","timestamp","waittime"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","ready1.png","NA","NA","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","pre","0","3","0","177802","NA"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","fixation.png","NA","NA","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","fix","1500","3","0","180626","NA"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr1_study1.png","NA","NA","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","study","1000","3","0","182247","183249"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr1_study2.png","NA","NA","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","study","1000","3","0","183625","184627"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr1_study3.png","NA","NA","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","study","1000","3","0","184967","185969"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr1_update1.png","NA","NA","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","update","1300","3","0","186305","187607"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr1_update2.png","NA","NA","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","update","1300","3","0","187972","189274"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr1_update3.png","NA","NA","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","update","1300","3","0","189635","190937"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr1_test1.png","9","201152","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","test","0","3","0","191319","201153"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr1_test2.png","2","209799","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","test","0","3","0","202247","209800"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr1_test3.png","2","213912","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","test","0","3","0","210913","213913"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","wait.png","2","213912","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","wait","5000","3","0","215006","213913"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","fixation.png","2","213912","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","fix","1500","3","0","220125","213913"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr2_study1.png","2","213912","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","study","1000","3","0","221753","222755"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr2_study2.png","2","213912","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","study","1000","3","0","223116","224118"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr2_study3.png","2","213912","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","study","1000","3","0","224443","225446"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr2_update1.png","2","213912","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","update","1300","3","0","225820","227122"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr2_update2.png","2","213912","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","update","1300","3","0","227486","228788"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr2_update3.png","2","213912","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","update","1300","3","0","229138","230440"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr2_test1.png","4","233104","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","test","0","3","0","230786","233105"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr2_test2.png","6","235296","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","test","0","3","0","234225","235297"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr2_test3.png","1","239424","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","test","0","3","0","236389","239425"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","ready2.png","1","239424","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","pre","0","3","0","262289","239425"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","fixation.png","1","239424","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","fix","1500","3","0","264421","239425"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr3_study1.png","1","239424","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","study","1000","3","0","266061","267064"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr3_study2.png","1","239424","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","study","1000","3","0","267416","268418"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr3_study3.png","1","239424","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","study","1000","3","0","268757","269759"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr3_update1.png","1","239424","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","update","1300","3","0","270113","271415"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr3_update2.png","1","239424","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","update","1300","3","0","271762","273064"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr3_update3.png","1","239424","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","update","1300","3","0","273398","274699"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr3_test1.png","9","276695","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","test","0","3","0","275058","276696"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr3_test2.png","5","282352","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","test","0","3","0","277801","282353"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr3_test3.png","4","287024","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","test","0","3","0","283478","287025"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","wait.png","4","287024","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","wait","5000","4","0","288131","287025"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","fixation.png","4","287024","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","fix","1500","4","0","293228","287025"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr4_study1.png","4","287024","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","study","1000","4","0","294816","295818"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr4_study2.png","4","287024","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","study","1000","4","0","296187","297189"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr4_study3.png","4","287024","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","study","1000","4","0","297540","298542"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr4_study4.png","4","287024","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","study","1000","4","0","298865","299867"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr4_update1.png","4","287024","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","update","1300","4","0","300217","301519"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr4_update2.png","4","287024","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","update","1300","4","0","301887","303189"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr4_update3.png","4","287024","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","update","1300","4","0","303540","304842"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr4_update4.png","4","287024","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","update","1300","4","0","305214","306516"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr4_test1.png","3","311247","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","test","0","4","0","306878","311248"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr4_test2.png","9","317528","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","test","0","4","0","312354","317529"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr4_test3.png","8","322744","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","test","0","4","0","318639","322745"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr4_test4.png","4","329327","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","test","0","4","0","323850","329328"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","wait.png","4","329327","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","wait","5000","3","0","330423","329328"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","fixation.png","4","329327","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","fix","1500","3","0","335541","329328"
"MU.osexp","C:\Users\Public\Experiments\SM01\05-WMC\MU","Tr5_study1.png","4","329327","C:/Users/Public/Experiments/SM01/05-WMC/MU/MU_results/MUsbj012.csv","study","1000","3","0","337139","338141"
