"experiment_file","experiment_path","image","key","key_time","logfile","phase","playtime","setSize","subject_nr","timestamp","waittime"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","ready1.png","NA","NA","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","pre","0","3","74","163936","NA"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","fixation.png","NA","NA","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","fix","1500","3","74","166285","NA"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr1_study1.png","NA","NA","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","study","1000","3","74","167926","168928"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr1_study2.png","NA","NA","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","study","1000","3","74","169303","170305"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr1_study3.png","NA","NA","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","study","1000","3","74","170678","171680"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr1_update1.png","NA","NA","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","update","1300","3","74","172051","173353"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr1_update2.png","NA","NA","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","update","1300","3","74","173764","175066"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr1_update3.png","NA","NA","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","update","1300","3","74","175419","176722"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr1_test1.png","7","181523","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","test","0","3","74","177091","181524"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr1_test2.png","8","183923","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","test","0","3","74","182736","183924"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr1_test3.png","8","186667","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","test","0","3","74","184998","186668"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","wait.png","8","186667","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","wait","5000","3","74","187756","186668"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","fixation.png","8","186667","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","fix","1500","3","74","192921","186668"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr2_study1.png","8","186667","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","study","1000","3","74","194506","195506"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr2_study2.png","8","186667","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","study","1000","3","74","195844","196844"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr2_study3.png","8","186667","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","study","1000","3","74","197165","198165"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr2_update1.png","8","186667","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","update","1300","3","74","198505","199805"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr2_update2.png","8","186667","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","update","1300","3","74","200146","201447"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr2_update3.png","8","186667","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","update","1300","3","74","201787","203088"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr2_test1.png","8","214396","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","test","0","3","74","203475","214396"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr2_test2.png","4","221971","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","test","0","3","74","215482","221972"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr2_test3.png","5","225523","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","test","0","3","74","223106","225524"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","ready2.png","5","225523","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","pre","0","3","74","229622","225524"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","fixation.png","5","225523","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","fix","1500","3","74","232921","225524"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr3_study1.png","5","225523","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","study","1000","3","74","234535","235536"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr3_study2.png","5","225523","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","study","1000","3","74","235912","236914"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr3_study3.png","5","225523","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","study","1000","3","74","237246","238247"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr3_update1.png","5","225523","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","update","1300","3","74","238616","239918"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr3_update2.png","5","225523","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","update","1300","3","74","240331","241633"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr3_update3.png","5","225523","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","update","1300","3","74","241963","243265"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr3_test1.png","8","254363","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","test","0","3","74","243633","254364"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr3_test2.png","1","259115","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","test","0","3","74","255468","259116"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr3_test3.png","4","263052","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","test","0","3","74","260210","263053"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","wait.png","4","263052","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","wait","5000","4","74","264164","263053"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","fixation.png","4","263052","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","fix","1500","4","74","269285","263053"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr4_study1.png","4","263052","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","study","1000","4","74","270901","271902"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr4_study2.png","4","263052","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","study","1000","4","74","272273","273275"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr4_study3.png","4","263052","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","study","1000","4","74","273666","274668"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr4_study4.png","4","263052","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","study","1000","4","74","275034","276036"
"MU.osexp","C:\Users\Public\Experiments\IDs\05-WMC\MU","Tr4_update1.png","4","263052","C:/Users/Public/Experiments/IDs/05-WMC/MU/subject-74.csv","update","1300","4","74","276393","277696"
