,subject,Test,Score,Mu,Sigma,Tau,SCamp
257,62,RAPM,-0.2283418553148831,204.9732361,60.92197505,174.54364455,5.5402299829642185
258,63,RAPM,0.5568336471713803,159.93231384,37.39956466,119.832998315,4.574737470167069
259,64,RAPM,0.9494213984145116,149.34581386000005,43.67147491,154.77593909,3.992656249999997
260,65,RAPM,-1.0135173578011465,141.55796078999995,31.40795748,85.862652825,4.5824680073126265
261,66,RAPM,0.16424589592824848,150.091327175,42.818747245,125.289691145,3.738747875354105
262,67,RAPM,-1.0135173578011465,129.919411815,41.91525953,136.00668715999998,5.238025350233488
263,68,RAPM,0.16424589592824848,130.93436422500002,10.006523694999998,162.73317965,4.623112244897961
264,69,RAPM,-1.0135173578011465,173.60113837,50.59487214000001,142.88156676,3.349605597964377
265,70,RAPM,-2.1912806115305408,148.55001693999995,56.687583775,83.06421073,4.184752046220513
266,71,RAPM,-0.6209296065580149,145.43571287499995,57.805188435,136.89248385500002,4.7814058053500315
267,72,RAPM,2.1271846521439066,112.596176075,30.478275815,146.08773169999995,3.832119976703552
268,73,RAPM,-0.2283418553148831,168.00983630000005,56.47016447,228.14466335,6.327185114503825
269,74,RAPM,0.5568336471713803,171.747619155,54.973905095,98.41985779,5.321926707384788
270,75,RAPM,1.3420091496576434,189.74698419,57.92356495,154.08819612,6.731764705882352
271,76,RAPM,0.16424589592824848,115.54997788,10.586418225,208.216485355,3.4716877971473825
272,77,RAPM,-1.0135173578011465,149.34920089,40.965538125,95.8966296,4.387146365422399
273,78,RAPM,0.5568336471713803,174.09031514499995,53.207124145,107.77053297,5.582325315005732
274,79,RAPM,0.9494213984145116,136.38900816,30.675975345,90.69739476,4.165317265125432
275,81,RAPM,-0.2283418553148831,194.36234051,60.42743127,149.95807135,3.617157894736839
276,82,RAPM,0.16424589592824848,190.55146496,38.66661395,80.19051521,3.664872364039963
277,83,RAPM,-1.0135173578011465,113.80536151,11.4868039,223.18885745,3.10589765828274
278,84,RAPM,2.1271846521439066,165.69906919999997,52.583869075,138.94181344,4.268486269256525
279,85,RAPM,-1.406105109044278,139.12300598500002,30.47744679,126.487023565,4.465593815881938
280,87,RAPM,0.5568336471713803,147.98689312,27.01406634,164.71175628,3.8885834411384224
281,88,RAPM,-1.406105109044278,175.10757124499997,55.34353872,89.96488568999996,3.6736041439476548
282,89,RAPM,0.16424589592824848,161.98011735,25.15402452,214.70252356,4.522734113712372
283,90,RAPM,-1.406105109044278,151.3187024,45.35702908499999,99.34192524,4.720042149631199
284,91,RAPM,0.16424589592824848,148.22045569,39.414235415,108.624369395,2.8464909560723464
285,92,RAPM,1.3420091496576434,142.00762855,48.771753025,117.856660615,4.5049582338902185
286,93,RAPM,-1.0135173578011465,129.28988464,25.642590105,145.79091399499995,2.8610064239828703
287,94,RAPM,-1.406105109044278,137.417273765,34.47413181,151.48685547000005,4.799093117408908
288,95,RAPM,0.16424589592824848,156.687354705,49.918118605,138.269286265,4.762193036041539
289,96,RAPM,0.5568336471713803,166.32899153,46.48395306,117.64850486,5.3151520681265225
290,97,RAPM,0.16424589592824848,179.38709869000004,48.134279985,94.89727487,5.3676629213483125
291,98,RAPM,0.5568336471713803,130.022492005,50.05215364,142.65622416500003,5.470351458885938
292,99,RAPM,1.7345969009007751,173.345881495,58.11657805500001,134.467816635,4.2147508532423235
293,100,RAPM,-0.6209296065580149,190.063484255,56.75025818,115.391555855,4.1406876606683705
